age,tenure_months,monthly_charges,num_services,support_calls,satisfaction_score,gender_male,contract_type_ord,region_North,region_South,region_West,payment_Cash,payment_Transfer,tenure_years,charges_per_service,support_calls_per_year,service_intensity,satisfaction_per_charge,log_monthly_charges,is_long_tenure,has_many_support_calls,is_low_satisfaction
0.3282357601448288,-0.9675254120947773,0.24051686369080172,1.491387175427201,-0.5581248981156959,0.9538111018825601,1,-1.2451456127293807,0,1,0,0,1,-0.9675254120947772,-0.5847065245126001,-0.13016982148152342,0.515255190456431,-0.01777466335355923,0.4163371095741999,0,0,0
0.8218785321287058,0.6798270682125358,1.1882599361841686,1.1475515153863478,-1.2829624281360803,1.3035893671375587,1,-1.2451456127293807,0,0,0,1,0,0.6798270682125357,-0.3864270500770055,-0.9508215587576808,-0.2023307413867077,-0.29352919462982313,1.0587685280681756,1,0,0
1.0361008671405767,-1.2028614807101077,-1.6688370421711027,-0.5716267848179184,1.2539689269352647,0.5165882703138127,0,0.0,1,0,0,0,0,-1.2028614807101075,-0.7133533256553517,1.973024537286383,-0.05207015300280218,3.110820570903898,-2.279421846861237,0,1,0
-1.8791856919340184,-0.9086913949409446,1.201789458989213,0.8037158553454946,0.8915501619250726,0.079365438745065,1,1.2451456127293807,1,0,0,0,1,-0.9086913949409445,-0.31109783946418823,1.0887393765315931,0.23356239839160342,-0.6558588120258342,1.0666498811751512,0,1,0
0.01621627219275539,0.32682296528954013,0.40929766068373163,0.11604453526378809,0.8915501619250726,0.7789219692550613,1,1.2451456127293807,0,0,0,0,1,0.3268229652895401,-0.28690421239616903,0.127792397404916,-0.29058531241509244,-0.16947919329806976,0.546151326658014,1,1,0
-0.37031533228518604,-1.320529515017773,0.9295078125376928,-1.2592981048996248,0.8915501619250726,-0.532746525451182,0,1.2451456127293807,1,0,0,0,1,-1.320529515017773,1.461699553249725,1.8574969598329352,-0.3322308164394605,-0.78458991992896,0.9020232387250433,0,1,0
-0.03501080791877943,-0.026181137633455528,1.2088924584618612,0.4598801953046413,1.2539689269352647,-0.09552369388243424,0,0.0,0,1,0,1,0,-0.026181137633455524,-0.21560231565722665,0.5060076807346576,-0.18932628448487468,-0.7084610356164096,1.0707757321077491,1,1,0
-0.9664122644921322,0.03265287952037708,-0.8245948191363263,-0.5716267848179184,-1.2829624281360803,-1.1448584896474288,1,1.2451456127293807,1,0,0,0,1,0.03265287952037687,-0.4015428618251828,-0.9106870859702354,-0.36232620020707024,-0.45294262285457637,-0.6664135244550886,1,0,1
0.9709027651804424,-0.026181137633455528,1.4229971568516904,0.11604453526378809,0.8915501619250726,1.04125566819631,0,-1.2451456127293807,0,1,0,1,0,-0.026181137633455524,-0.03730593245519252,0.3042928629587955,-0.24524544916275617,-0.43680728063460433,1.1914674807031291,1,1,0
0.8498205758259061,1.5623373255200248,-0.14744220274384917,-1.2592981048996248,-0.5581248981156959,-0.8825247907061802,0,0.0,0,1,0,0,0,1.5623373255200248,0.6661831134778837,-0.7393620637945788,-0.49495344315536444,-0.6301345309252695,0.08333107950399077,1,0,1
0.058129337738555886,-1.4970315664792706,0.3561942836739322,1.491387175427201,0.8915501619250726,-1.2323030559611783,0,0.0,0,0,1,1,0,-1.4970315664792708,-0.5676169125526773,2.380768928298554,2.075399884969322,-0.9136686370852072,0.5061700313150631,0,1,1
1.2410091875867146,1.68000535982769,1.6455578069946724,-1.2592981048996248,-0.19570613310550378,-0.8825247907061802,0,0.0,1,0,0,0,0,1.6800053598276903,1.9906280403718946,-0.6304138278617494,-0.4959497041352578,-0.9932993584605005,1.3099535841477852,1,0,1
-0.9757262790578659,0.9151631368278662,0.005441404953153498,1.1475515153863478,-0.19570613310550378,-0.6201910917649316,1,-1.2451456127293807,0,0,0,1,0,0.9151631368278662,-0.5805868064897727,-0.523433458259398,-0.22977844616674634,-0.5673155451431675,0.22095519496342814,1,0,0
0.3934338621049632,-0.26151720624878594,-0.6077842161854881,-1.603133764940478,-0.5581248981156959,0.6040328366275624,0,1.2451456127293807,0,0,0,1,0,-0.26151720624878605,1.621352507085845,-0.4388669920049076,-0.5248412725521631,0.45548395046820583,-0.395959124280705,1,0,0
-1.0874944538466682,-0.6733553263256142,1.01846442498086,0.11604453526378809,-0.9205436631258881,1.2161448008238094,1,-1.2451456127293807,0,1,0,0,1,-0.6733553263256142,-0.13691205284538532,-0.5611287745957103,-0.09146774629858222,-0.2630198609388656,0.9572461382819455,0,0,0
0.9615887506147087,0.9151631368278662,0.34706185578052684,0.11604453526378809,-0.9205436631258881,-1.4946367549024269,1,0.0,0,1,0,0,1,0.9151631368278662,-0.3022282309177371,-0.8155721598658192,-0.34042700606127774,-1.0125096458812495,0.4992165745750041,1,0,1
-0.07226686618171342,0.6209930510587032,-0.9527870477141228,-0.5716267848179184,-0.5581248981156959,-0.37780162885775115,1,0.0,0,0,1,0,0,0.6209930510587031,-0.4488890820942669,-0.628162426759813,-0.40102026505114,0.19493497740180252,-0.8444952805600221,1,0,0
-0.22129109923345006,-1.2616954978639403,0.005441404953153498,0.4598801953046413,-0.5581248981156959,-0.7076356580786809,0,0.0,0,1,0,1,0,-1.2616954978639403,-0.4695907841342736,0.10257804518293315,0.515255190456431,-0.605629648908387,0.22095519496342814,0,0,0
-0.7801319731774616,0.6798270682125358,-0.6104901207464972,-0.22779112477706515,-1.2829624281360803,-0.9699693570199297,1,-1.2451456127293807,1,0,0,0,0,0.6798270682125357,-0.4517873203798678,-0.9508215587576808,-0.36358600696943544,-0.4693153877679545,-0.3991277833289976,1,0,1
1.3527773623755173,0.8563291196740336,-1.4205702986985362,-0.22779112477706515,0.8915501619250726,0.6914774029413117,1,-1.2451456127293807,0,1,0,0,0,0.8563291196740336,-0.6911418270700136,-0.06728706452305612,-0.3741026547248307,2.137984673611482,-1.6644374673158224,1,1,0
-0.19334905553624906,-0.43801925771028377,-1.5839392865694484,-0.22779112477706515,0.16671263190468838,1.3910339334513078,0,-1.2451456127293807,0,1,0,0,1,-0.4380192577102837,-0.7394124854129531,0.10257804518293315,-0.23592558838310929,3.7675146735115583,-2.0481987093424427,0,1,0
-0.49139752163972233,1.4446692912123595,-0.5127393184800507,1.1475515153863478,1.2539689269352647,-0.7076356580786809,1,-1.2451456127293807,0,1,0,0,0,1.4446692912123593,-0.6656462136457233,-0.09612610367090131,-0.277199257550117,-0.3735831882968984,-0.28760059162542906,1,1,0
0.01621627219275539,0.44449099959720534,-1.6204689981430687,0.4598801953046413,0.8915501619250726,0.25425457137256385,1,-1.2451456127293807,1,0,0,0,0,0.44449099959720517,-0.8127393417422456,0.07837226704982986,-0.2581498717807288,2.469888634159874,-2.1445732586603414,1,1,0
0.5797141534196338,-0.6145213091717816,-1.1249502254083141,-0.5716267848179184,-1.2829624281360803,-0.7076356580786809,1,-1.2451456127293807,1,0,0,0,1,-0.6145213091717815,-0.5124754306878391,-0.8429601631414212,-0.277199257550117,0.14457172665325246,-1.1103419375825287,0,0,0
0.3934338621049632,-1.7323676350946011,0.7681682530875369,1.491387175427201,-1.6453811931462723,0.16681000505881463,1,-1.2451456127293807,0,0,1,1,0,-1.732367635094601,-0.5067539085550579,-1.1077108614722404,7.275882200012292,-0.5181201048081869,0.7979866641377585,0,0,0
0.4493179494993645,0.5621590339048705,0.7103295430959718,1.1475515153863478,-0.19570613310550378,0.42914370400006313,0,1.2451456127293807,1,0,0,0,0,0.5621590339048703,-0.4648793622906858,-0.4560168348117625,-0.1865985203542463,-0.4119391469962737,0.7593933505205348,1,0,0
0.4679459786308318,-1.0263594292486098,0.813492154484436,1.491387175427201,-0.19570613310550378,0.3416991376863135,0,0.0,0,0,0,1,0,-1.0263594292486098,-0.5000579787228074,0.2478127139815543,0.5895477949570449,-0.4739335001239963,0.8277393851589689,0,0,0
2.377318964606206,0.8563291196740336,-0.6118430730270016,0.8037158553454946,-0.9205436631258881,-0.06498047475134174,1,-1.2451456127293807,0,0,0,0,1,0.8563291196740336,-0.6460192551407439,-0.8104469194867592,-0.2610486913543314,0.0652151866232913,-0.4007139150484045,1,0,0
-0.472769492508255,0.03265287952037708,1.3255845926553702,-0.5716267848179184,0.8915501619250726,-1.3197476222749278,0,0.0,0,0,0,0,0,0.03265287952037687,0.39259941324227876,0.2714555670417946,-0.36232620020707024,-1.0777464848044422,1.1374175774098145,1,1,1
-0.9291562062291983,-1.2028614807101077,-1.2585542631081283,-0.5716267848179184,0.8915501619250726,0.6040328366275624,0,0.0,1,0,0,0,1,-1.2028614807101075,-0.5618204359814755,1.5879326124415551,-0.05207015300280218,1.5457642925440247,-1.3427859291960615,0,1,0
0.6728542990769691,0.6798270682125358,-1.1986861246958067,-0.9154624448587716,-1.2829624281360803,0.6040328366275624,0,-1.2451456127293807,0,1,0,0,1,0.6798270682125357,-0.39658754061848017,-0.9508215587576808,-0.44421363976079925,1.3959220964176913,-1.235422155034519,1,0,0
1.2410091875867146,-1.2028614807101077,0.659593832577055,-0.22779112477706515,1.2539689269352647,-1.4946367549024269,0,-1.2451456127293807,1,0,0,0,0,-1.2028614807101075,-0.07651543202016123,1.973024537286383,0.10552022018031808,-1.0571217579548247,0.7249430672466108,0,1,1
-0.1467789827075814,-0.32035122340261857,-1.0999206082189819,1.491387175427201,-0.9205436631258881,-0.18296826019618387,1,-1.2451456127293807,0,0,0,0,1,-0.32035122340261873,-0.7827361508201257,-0.6497637076027153,0.07521437918356415,0.5398709963866604,-1.0695291237917102,1,0,0
-0.6050098976287134,1.1504992054431966,0.031147498282738214,0.11604453526378809,-0.19570613310550378,-0.35785739282368273,1,0.0,0,0,0,0,0,1.1504992054431968,-0.3800142814565666,-0.5611287745957104,-0.35489087009977843,-0.46292790679329027,0.24323149632939137,1,0,0
-0.9384702207949316,1.4446692912123595,1.6699109480437528,-0.5716267848179184,0.16671263190468838,-1.4946367549024269,0,0.0,0,0,1,0,1,1.4446692912123593,0.5197721104294231,-0.4754703878464034,-0.4319755169263959,-1.1544063381766505,1.322520359498602,1,1,1
0.7101103573399031,1.68000535982769,-1.6712047086619857,-0.22779112477706515,1.2539689269352647,-0.9699693570199297,0,0.0,0,0,0,1,0,1.6800053598276903,-0.7651968122296786,-0.1531167942512584,-0.4092749988845416,0.9656603925621331,-2.2862514316584326,1,1,1
0.7593456665671136,1.5623373255200248,-1.6285867118260955,-0.9154624448587716,-0.9205436631258881,-0.18296826019618387,0,0.0,1,0,0,1,0,1.5623373255200248,-0.6082921878023181,-0.8621449963537994,-0.4650656137585658,1.9114006877666159,-2.166606627402238,1,0,0
0.5890281679853675,0.1503209138280423,1.674308042955392,0.4598801953046413,-0.9205436631258881,0.8663665355688109,1,1.2451456127293807,0,0,1,0,1,0.15032091382804227,-0.11737630873636755,-0.7311765349572976,-0.21893054813787075,-0.5444914090210389,1.3247813343483983,1,0,0
-0.7615039440459946,-1.0851934464024424,0.29260552649022276,-0.5716267848179184,-0.5581248981156959,-0.3155929425247457,1,1.2451456127293807,0,0,0,0,1,-1.0851934464024424,0.011081321680846,-0.04870806814896348,-0.12480417139501164,-0.5422701839938391,0.45726641747743296,0,0,0
0.1140134251329572,1.0328311711355314,1.3502759717745765,-0.5716267848179184,-1.2829624281360803,0.16681000505881463,1,0.0,0,1,0,0,1,1.0328311711355314,0.40171886991679895,-0.9665104890291368,-0.41870898040842913,-0.662728839763048,1.1512504519937197,1,0,0
0.9615887506147087,0.5033250167510379,0.12889830054918472,1.491387175427201,-0.9205436631258881,-0.09552369388243424,0,-1.2451456127293807,0,1,0,0,0,0.5033250167510379,-0.6011965009651571,-0.7754746910178791,-0.1348050989239403,-0.39178026433084584,0.3258373713529786,1,0,0
0.2350956144874935,-1.2616954978639403,0.418430088577137,-0.5716267848179184,-0.19570613310550378,-0.008079127568684617,0,0.0,0,0,0,0,0,-1.2616954978639403,0.057553073501688645,0.5060076807346576,-0.004793041047866073,-0.46784074532185677,0.5529507177324944,0,0,0
0.7380524010371041,-0.026181137633455528,-0.760667823882491,-1.603133764940478,-0.5581248981156959,0.42914370400006313,1,-1.2451456127293807,1,0,0,0,1,-0.026181137633455524,1.395489799311428,-0.5025664081446536,-0.5248412725521631,0.5210444649375825,-0.5829705925342357,1,0,0
0.5315599697041106,-0.20268318909495334,-1.5139240060533434,-0.5716267848179184,-0.5581248981156959,1.478478499765058,0,1.2451456127293807,0,0,1,0,1,-0.20268318909495334,-0.6561381043275403,-0.4560168348117622,-0.3391097613006285,3.457415591413296,-1.875042843054749,1,0,0
0.3096077310133615,1.1504992054431966,0.326429333502834,0.11604453526378809,0.8915501619250726,-0.008079127568684617,0,0.0,1,0,0,0,1,1.1504992054431968,-0.30730847618847446,-0.15119220943831294,-0.35489087009977843,-0.43468760354872543,0.4834212677818224,1,1,0
0.6914823282084365,-0.37918524055645114,-0.6876084007352509,-1.603133764940478,-0.9205436631258881,0.079365438745065,0,1.2451456127293807,0,1,0,0,1,-0.37918524055645114,1.5034241906372554,-0.6370429533285618,-0.5248412725521631,0.2213037740956494,-0.49151392509425046,0,0,0
-1.64633532779068,-0.6145213091717816,0.5598136018898517,-0.5716267848179184,0.16671263190468838,0.3416991376863135,0,1.2451456127293807,0,1,0,1,0,-0.6145213091717815,0.1097713322681191,0.21604263018185574,-0.277199257550117,-0.39026193147536875,0.6554890793017781,0,1,0
-0.37031533228518604,-1.4970315664792706,1.143612510927522,-1.2592981048996248,0.8915501619250726,0.8663665355688109,1,0.0,0,0,0,1,0,-1.4970315664792708,1.6198534183174307,2.380768928298554,-0.23592558838310929,-0.4089100543898905,1.0325472951756611,0,1,0
-0.53796759446839,1.1504992054431966,-1.6231749027040776,0.11604453526378809,-1.2829624281360803,-1.4946367549024269,0,1.2451456127293807,0,0,0,0,0,1.1504992054431968,-0.7873500129184674,-0.9710653397531078,-0.35489087009977843,0.10049491816164638,-2.151891952295141,1,0,1
-0.733561900348794,0.8563291196740336,0.3301499522742212,0.8037158553454946,-0.5581248981156959,0.079365438745065,0,0.0,0,0,1,0,0,0.8563291196740336,-0.4720624959726709,-0.6618149484940186,-0.2610486913543314,-0.4023228500658405,0.48627843276572286,1,0,0
-0.3237452594565184,-1.6146996007869359,-0.902389575265332,1.491387175427201,-1.2829624281360803,-0.09552369388243424,0,-1.2451456127293807,0,0,1,0,0,-1.6146996007869359,-0.7535538894616611,-0.542909371699826,3.3755204637300644,0.3383489507020734,-0.7726648081497907,0,0,0
1.6508258284789898,-0.26151720624878594,1.271128263365066,-0.5716267848179184,-0.9205436631258881,1.478478499765058,0,-1.2451456127293807,1,0,0,1,0,-0.26151720624878605,0.37248663893272055,-0.6618149484940185,-0.3322308164394605,-0.269463066919634,1.1065821228576953,1,0,0
-0.9850402936235992,-0.08501515478728813,-0.8266242475570831,1.1475515153863478,-0.5581248981156959,-0.008079127568684617,1,-1.2451456127293807,1,0,0,0,1,-0.08501515478728823,-0.7171704498341843,-0.4878067873317856,-0.06257617788167694,0.31066986611161007,-0.6691178109161242,1,0,0
1.0640429108377776,-0.14384917194112073,0.38122390086326435,-0.9154624448587716,-1.2829624281360803,-0.09552369388243424,0,1.2451456127293807,0,0,1,1,0,-0.14384917194112093,0.38143953018852805,-0.895910302807585,-0.4052899549649684,-0.4878259163641826,0.5251099818810916,1,0,0
-1.8791856919340184,1.4446692912123595,0.1874134866810018,0.8037158553454946,-1.6453811931462723,1.565923066078807,1,0.0,0,1,0,0,1,1.4446692912123593,-0.4984214734839552,-1.1077108614722404,-0.30815450942537265,0.2609465557806247,0.373769180125327,1,0,0
-0.38894336141665337,-1.2616954978639403,-0.3446349976273729,0.11604453526378809,-0.19570613310550378,-0.18296826019618387,1,-1.2451456127293807,1,0,0,0,1,-1.2616954978639403,-0.4725413715514699,0.5060076807346576,0.3419057799549986,-0.1925806041600209,-0.1087037002137984,0,0,0
0.16989751252735852,-0.6733553263256142,0.6071669317075077,0.8037158553454946,0.8915501619250726,-1.1448584896474288,0,0.0,0,0,1,0,0,-0.6733553263256142,-0.4209060917505338,0.8053264425956148,0.08188166420285008,-0.9277469726208625,0.6887380240162204,0,1,1
0.7753084593000381,-0.9086913949409446,0.23273738807790098,0.11604453526378809,1.2539689269352647,-1.4071921885886776,1,1.2451456127293807,1,0,0,0,0,-0.9086913949409445,-0.33037778668018297,1.4025179819607125,0.01687563526481299,-0.958539581388638,0.41015495287751996,0,1,1
0.8684486049573734,1.3858352740585271,0.8804632923694065,-0.9154624448587716,-0.19570613310550378,-1.7569704538436757,0,1.2451456127293807,0,0,1,0,1,1.385835274058527,0.627290088208469,-0.5942549616791364,-0.46180512327891504,-1.1677518334142518,0.8709417858849613,1,0,1
-0.5286535799026564,-1.6146996007869359,-0.2665020034282408,1.1475515153863478,-0.9205436631258881,0.9538111018825601,1,1.2451456127293807,0,0,0,0,0,-1.6146996007869359,-0.6252263387047756,0.02189211807258837,2.9421469374764837,0.32303530602767044,-0.030492454542287183,0,0,0
0.9429607214832414,0.44449099959720534,0.05583887740194407,1.491387175427201,0.16671263190468838,0.7789219692550613,1,0.0,0,0,1,0,0,0.44449099959720517,-0.6119899400977399,-0.26050862681361875,-0.12480417139501164,0.014983747866042455,0.26440734321440507,1,1,0
-0.23060511379918305,-0.9675254120947773,-1.642454472701266,1.491387175427201,0.8915501619250726,-1.669525887529926,1,-1.2451456127293807,0,1,0,1,0,-0.9675254120947772,-0.8628874303046755,1.1732182318394326,0.515255190456431,-0.10424009415248467,-2.204792456697338,0,1,1
